bill no,product name,no of units,full amount,date
75866,VEG GARLIC 1KG,3,3618.15,2025-05-20
75867,VEG LIME 1KG,2,987.67,2025-05-20
75868,UBC SAVOURY MURUKKU 100G,5,647.39,2025-05-20
75869,PAMPERS DIAPERS L 44S,2,9001.09,2025-05-20
75870,TESS CANNED MACKEREL 425G,3,2110.59,2025-05-20
75871,PRIMA INSTANT NOODLES CHICKEN,5,594.09,2025-05-20
75872,CHICKPEAS 1KG,3,1791.24,2025-05-20
75873,VEG SWEET POTATO 1KG,1,248.16,2025-05-20
75874,MUNCHEE CHOCOLATE MARIE 90G,1,90.11,2025-05-20
75875,VEG CABBAGE 1KG,2,364.83,2025-05-20
75876,CURRY POWDER 100G,2,505.08,2025-05-20
75877,MAGGI COCONUT MILK POWDER 1KG,3,4555.66,2025-05-20
75878,TURMERIC POWDER 100G,1,343.34,2025-05-20
75879,BAYGON MOSQUITO COILS 10S,5,762.66,2025-05-20
75880,FRT PINEAPPLE,5,2031.13,2025-05-20
75881,LIFEBUOY SOAP TOTAL 10 100G,2,179.79,2025-05-20
75882,CHICKPEAS 1KG,2,1209.33,2025-05-20
75883,FRT BANANA (AMBUL) 1KG,2,505.77,2025-05-20
75884,UBC SAVOURY MURUKKU 100G,3,393.13,2025-05-20
75885,CLEAR SHAMPOO 180ML,3,1487.44,2025-05-20
75886,VEG CABBAGE 1KG,3,532.59,2025-05-20
75887,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,4,1015.32,2025-05-20
75888,LION SODA 1L,3,449.05,2025-05-20
75889,FRT BANANA (AMBUL) 1KG,2,492.92,2025-05-20
75890,VEG CABBAGE 1KG,3,543.66,2025-05-20
75891,VEG RED ONIONS 1KG,3,1149.05,2025-05-20
75892,VEG POTATOES 1KG,3,1133.81,2025-05-20
75893,ROZA PASTA SPAGHETTI 500G,4,2185.37,2025-05-20
75894,EDINBOROUGH CORDIAL 750ML,4,1786.63,2025-05-20
75895,COCONUT OIL 750ML,3,2511.51,2025-05-20
75896,MALIBAN GOLD MARIE 200G,5,983.02,2025-05-20
75897,VEG CARROT 1KG,2,649.01,2025-05-20
75898,CLEAR SHAMPOO 180ML,2,993.75,2025-05-20
75899,CURRY POWDER 100G,4,1015.39,2025-05-20
75900,LITTLE LION CHOCOLATE CAKE SLICE,1,148.74,2025-05-20
75901,DETTOL ANTISEPTIC LIQUID 500ML,2,1582.11,2025-05-20
75902,RED LENTILS (MYSOOR DHAL) 1KG,2,999.67,2025-05-20
75903,HARISCHANDRA COFFEE 200G,5,4506.33,2025-05-20
75904,NEWS PAPER ARUNA,2,137.62,2025-05-20
75905,VEG ASH PLANTAINS 1KG,3,450.48,2025-05-20
75906,VEG BITTER GOURD 1KG,3,661.41,2025-05-20
75907,VEG CABBAGE 1KG,2,364.08,2025-05-20
75908,VEG BITTER GOURD 1KG,2,438.02,2025-05-20
75909,VEG CABBAGE 1KG,3,545.45,2025-05-20
75910,CHICKPEAS 1KG,3,1826.38,2025-05-20
75911,LAKMEE SOY CUTTLEFISH 60G,4,728.43,2025-05-20
75912,VEG CARROT 1KG,3,962.79,2025-05-20
75913,JOHNSONS BABY POWDER 200G,5,3022.43,2025-05-20
75914,VEG CUCUMBER 1KG,1,149.07,2025-05-20
75915,HARISCHANDRA COFFEE 200G,1,887.92,2025-05-20
75916,FRT PAPAYA 1KG,1,199.36,2025-05-20
75917,UBC SAVOURY MURUKKU 100G,4,514.86,2025-05-20
75918,HEINZ TOMATO KETCHUP 300G,1,697.06,2025-05-20
75919,MUNCHEE CHOCOLATE WAFERS 85G,4,404.98,2025-05-20
75920,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,4,1019.59,2025-05-20
75921,MILO POWDER 400G,1,1014.62,2025-05-20
75922,VEG ASH PLANTAINS 1KG,3,450.22,2025-05-20
75923,ROZA PASTA SPAGHETTI 500G,5,2754.53,2025-05-20
75924,HARISCHANDRA COFFEE 200G,2,1777.07,2025-05-20
75925,HEINZ TOMATO KETCHUP 300G,3,2132.52,2025-05-20
75926,CURRY POWDER 100G,1,250.4,2025-05-20
75927,VEG BITTER GOURD 1KG,2,431.86,2025-05-20
75928,VEG GREEN BEANS 1KG,2,600.47,2025-05-20
75929,JOHNSONS BABY POWDER 200G,5,2999.83,2025-05-20
75930,VEG LIME 1KG,3,1514.06,2025-05-20
75931,PRAN POTATO CHIPS 75G,4,726.7,2025-05-20
75932,WHITE RAW RICE 1KG,1,221.33,2025-05-20
75933,HIGHLAND SET YOGHURT 90G,1,79.05,2025-05-20
75934,MD MANGO JAM 500G,4,2613.95,2025-05-20
75935,icecream,2,1512.23,2025-05-20
75936,SIRILAK ROASTED PEANUTS 75G,5,502.83,2025-05-20
75937,KELLOGGS HEART TO HEART OATS 200G,4,2605.54,2025-05-20
75938,icecream,1,743.5,2025-05-20
75939,SUNQUICK FRUIT JUICE 840ML,3,2206.34,2025-05-20
75940,FRESH MILK 1L,3,1208.97,2025-05-20
75941,DILMAH PREMIUM LEAF TEA 200G,2,1575.41,2025-05-20
75942,NESCAFE CLASSIC 100G JAR,2,2626.07,2025-05-20
75943,MAGGI COCONUT MILK POWDER 1KG,3,4419.26,2025-05-20
75944,PAMPERS DIAPERS L 44S,1,4417.08,2025-05-20
75945,VEG CARROT 1KG,2,650.77,2025-05-20
75946,KEELLS CHICKEN SAUSAGES 500G,5,4775.03,2025-05-20
75947,COCONUT OIL 750ML,5,4289.19,2025-05-20
75948,VEG RED ONIONS 1KG,1,378.92,2025-05-20
75949,LION SODA 1L,3,442.89,2025-05-20
75950,KITHUL TREACLE BOTTLE 750ML,4,3644.9,2025-05-20
75951,LAKMO EGG PACK L 10,5,2779.68,2025-05-20
75952,VEG CAPSICUM 1KG,1,501.46,2025-05-20
75953,CURRY POWDER 100G,1,248.4,2025-05-20
75954,CURRY POWDER 100G,2,508.86,2025-05-20
75955,VEG BITTER GOURD 1KG,2,443.28,2025-05-20
75956,SIRILAK CHILLI POWDER 100G,4,1101.89,2025-05-20
75957,SAMAPOSHA 200G,5,907.66,2025-05-20
75958,TESS CANNED MACKEREL 425G,3,2103.47,2025-05-20
75959,VEG BIG ONIONS 1KG,2,695.66,2025-05-20
75960,JOHNSONS BABY POWDER 200G,3,1791.46,2025-05-20
75961,VEG POTATOES 1KG,2,761.45,2025-05-20
75962,LIFEBUOY SOAP TOTAL 10 100G,4,366.26,2025-05-20
75963,VEG PUMPKIN 1KG,3,355.25,2025-05-20
75964,LITTLE LION CHOCOLATE CAKE SLICE,4,588.32,2025-05-20
75965,SIRILAK ROASTED PEANUTS 75G,4,397.91,2025-05-20
75966,RIN DETERGENT POWDER 1KG,1,478.92,2025-05-20
75967,MALIBAN GOLD MARIE 200G,3,608.87,2025-05-20
75968,MUNCHEE SUPER CREAM CRACKER 120G,5,555.45,2025-05-20
75969,JOHNSONS BABY POWDER 200G,2,1187.49,2025-05-20
75970,SIRILAK CHILLI POWDER 100G,5,1387.05,2025-05-20
75971,VEG BIG ONIONS 1KG,2,687.88,2025-05-20
75972,ROZA PASTA SPAGHETTI 500G,4,2237.65,2025-05-20
75973,BAKEWELL WHITE BREAD 450G,1,180.7,2025-05-20
75974,LIFEBUOY SOAP TOTAL 10 100G,5,446.57,2025-05-20
75975,VEG GARLIC 1KG,2,2396.45,2025-05-20
75976,SIRILAK ROASTED PEANUTS 75G,3,297.01,2025-05-20
75977,JOHNSONS BABY POWDER 200G,5,2985.58,2025-05-20
75978,ROZA PASTA SPAGHETTI 500G,1,541.93,2025-05-20
75979,WHITE SUGAR 1KG,3,1033.63,2025-05-20
75980,LION SODA 1L,3,453.36,2025-05-20
75981,VEG LEEKS 1KG,1,276.57,2025-05-20
75982,BAKEWELL WHITE BREAD 450G,1,180.36,2025-05-20
75983,VEG CAPSICUM 1KG,1,495.41,2025-05-20
75984,ANCHOR BUTTER 227G,2,2428.07,2025-05-20
75985,VEG CUCUMBER 1KG,2,294.7,2025-05-20
75986,VEG GINGER 1KG,1,1485.48,2025-05-20
75987,VEG PUMPKIN 1KG,2,244.0,2025-05-20
75988,MUNCHEE SUPER CREAM CRACKER 120G,3,329.94,2025-05-20
75989,MEADOWLEA FAT SPREAD 500G,1,1095.17,2025-05-20
75990,LITTLE LION CHOCOLATE CAKE SLICE,3,451.2,2025-05-20
75991,FRESH WHOLE CHICKEN SL 1KG,1,1409.4,2025-05-20
75992,SAMAPOSHA 200G,2,359.8,2025-05-20
75993,AIRWICK AIR FRESHENER 250ML,2,1190.8,2025-05-20
75994,BROWN SUGAR 1KG,2,891.48,2025-05-20
75995,CURRY POWDER 100G,1,245.86,2025-05-20
75996,KITHUL TREACLE BOTTLE 750ML,3,2736.52,2025-05-20
75997,VEG CUCUMBER 1KG,3,445.86,2025-05-20
75998,LION SODA 1L,3,449.14,2025-05-21
75999,SIRILAK CHILLI POWDER 100G,4,1136.83,2025-05-21
76000,EDINBOROUGH CORDIAL 750ML,3,1359.38,2025-05-21
76001,VIM DISHWASH LIQUID 500ML,5,1422.49,2025-05-21
76002,PRAN POTATO CHIPS 75G,4,724.36,2025-05-21
76003,VEG GARLIC 1KG,3,3577.55,2025-05-21
76004,MUNCHEE CHOCOLATE MARIE 90G,4,354.7,2025-05-21
76005,EDINBOROUGH CORDIAL 750ML,4,1815.59,2025-05-21
76006,VEG RED ONIONS 1KG,1,378.92,2025-05-21
76007,RIN DETERGENT POWDER 1KG,2,956.37,2025-05-21
76008,VEG LADIES FINGERS 1KG,3,608.24,2025-05-21
76009,BAKEWELL WHITE BREAD 450G,2,356.68,2025-05-21
76010,VEG GREEN BEANS 1KG,2,609.92,2025-05-21
76011,ENERGIZER BATTERY AA 2S,3,903.46,2025-05-21
76012,SUNQUICK FRUIT JUICE 840ML,4,2968.18,2025-05-21
76013,MUNCHEE SUPER CREAM CRACKER 120G,4,446.77,2025-05-21
76014,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,2,502.26,2025-05-21
76015,TESS CANNED MACKEREL 425G,1,707.51,2025-05-21
76016,FRESH WHOLE CHICKEN SL 1KG,1,1418.98,2025-05-21
76017,VEG LIME 1KG,2,986.46,2025-05-21
76018,MALIBAN GOLD MARIE 200G,3,604.67,2025-05-21
76019,RICH LIFE SET KIRI DAIRY DESSERT 450G,5,1480.89,2025-05-21
76020,WHITE SUGAR 1KG,1,346.33,2025-05-21
76021,JOHNSONS BABY POWDER 200G,1,598.02,2025-05-21
76022,HIGHLAND SET YOGHURT 90G,1,78.64,2025-05-21
76023,VEG GREEN BEANS 1KG,3,909.95,2025-05-21
76024,LAKMEE SOY CUTTLEFISH 60G,4,722.07,2025-05-21
76025,HIGHLAND SET YOGHURT 90G,3,242.57,2025-05-21
76026,UBC SAVOURY MURUKKU 100G,4,524.68,2025-05-21
76027,icecream,2,1496.52,2025-05-21
76028,EDINBOROUGH CORDIAL 750ML,2,893.66,2025-05-21
76029,CINNAMON STICKS 50G,4,1622.16,2025-05-21
76030,COCA-COLA 1.5L,3,911.81,2025-05-21
76031,BAKEWELL WHITE BREAD 450G,3,550.58,2025-05-21
76032,VEG POTATOES 1KG,1,379.31,2025-05-21
76033,RIN DETERGENT POWDER 1KG,2,953.22,2025-05-21
76034,KELLOGGS CORN FLAKES POUCH 250G,5,3516.7,2025-05-21
76035,VEG PUMPKIN 1KG,1,118.61,2025-05-21
76036,COCONUT MILK POWDER 400G,3,1787.01,2025-05-21
76037,VEG LADIES FINGERS 1KG,3,604.98,2025-05-21
76038,VEG RED ONIONS 1KG,2,765.68,2025-05-21
76039,VEG BIG ONIONS 1KG,3,1033.98,2025-05-21
76040,COCA-COLA 1.5L,3,911.56,2025-05-21
76041,SIRILAK ROASTED PEANUTS 75G,4,401.4,2025-05-21
76042,BAYGON MOSQUITO COILS 10S,5,763.28,2025-05-21
76043,CURRY POWDER 100G,1,254.22,2025-05-21
76044,MUNCHEE CHOCOLATE MARIE 90G,2,177.18,2025-05-21
76045,FRESH WHOLE CHICKEN SL 1KG,3,4174.38,2025-05-21
76046,PRAN POTATO CHIPS 75G,4,724.17,2025-05-21
76047,MAGGI COCONUT MILK POWDER 1KG,1,1511.45,2025-05-21
76048,BAKEWELL WHITE BREAD 450G,1,176.66,2025-05-21
76049,MAGGI COCONUT MILK POWDER 1KG,1,1515.6,2025-05-21
76050,FRT PINEAPPLE,5,1965.67,2025-05-21
76051,VEG LIME 1KG,3,1499.87,2025-05-21
76052,VEG GREEN BEANS 1KG,2,595.08,2025-05-21
76053,VEG LADIES FINGERS 1KG,3,603.78,2025-05-21
76054,KELLOGGS CORN FLAKES POUCH 250G,3,2090.05,2025-05-21
76055,VEG LIME 1KG,2,982.86,2025-05-21
76056,LITTLE LION CHOCOLATE CAKE SLICE,3,453.53,2025-05-21
76057,NESCAFE CLASSIC 100G JAR,1,1321.44,2025-05-21
76058,PRIMA PLAIN FLOUR 1KG,2,768.6,2025-05-21
76059,MUNCHEE CHOCOLATE MARIE 90G,4,354.42,2025-05-21
76060,AQUAFINA BOTTLED WATER 5L,1,246.83,2025-05-21
76061,VEG GREEN BEANS 1KG,3,905.54,2025-05-21
76062,SALT 1KG,3,298.97,2025-05-21
76063,NESCAFE CLASSIC 100G JAR,4,5275.6,2025-05-21
76064,BAKEWELL WHITE BREAD 450G,5,897.69,2025-05-21
76065,VEG CAPSICUM 1KG,2,1016.81,2025-05-21
76066,MALIBAN GOLD MARIE 200G,1,196.6,2025-05-21
76067,NIPPON TUNA IN OIL 185G,4,2609.69,2025-05-21
76068,FLORA TOILET PAPER ROLL 2PLY,5,496.64,2025-05-21
76069,HEINZ TOMATO KETCHUP 300G,2,1426.7,2025-05-21
76070,RIN DETERGENT POWDER 1KG,1,470.67,2025-05-21
76071,RIN DETERGENT POWDER 1KG,1,474.52,2025-05-21
76072,FRESH WHOLE CHICKEN SL 1KG,1,1380.55,2025-05-21
76073,VIM DISHWASH LIQUID 500ML,2,550.47,2025-05-21
76074,VEG PUMPKIN 1KG,1,117.6,2025-05-21
76075,COCONUT OIL 750ML,3,2575.61,2025-05-21
76076,CINNAMON STICKS 50G,1,406.34,2025-05-21
76077,COCONUT,5,660.53,2025-05-21
76078,KELLOGGS HEART TO HEART OATS 200G,3,1974.59,2025-05-21
76079,FRT PINEAPPLE,3,1208.08,2025-05-21
76080,MAGGI COCONUT MILK POWDER 1KG,2,3039.89,2025-05-21
76081,WHITE RAW RICE 1KG,3,656.84,2025-05-21
76082,VEG CABBAGE 1KG,3,531.3,2025-05-21
76083,HARISCHANDRA COFFEE 200G,5,4411.58,2025-05-21
76084,CINNAMON STICKS 50G,5,2038.82,2025-05-21
76085,NIPPON TUNA IN OIL 185G,2,1317.03,2025-05-21
76086,TESS CANNED MACKEREL 425G,5,3535.65,2025-05-21
76087,SIRILAK CHILLI POWDER 100G,3,844.49,2025-05-21
76088,MUNCHEE CHOCOLATE MARIE 90G,4,356.54,2025-05-21
76089,LITTLE LION CHOCOLATE CAKE SLICE,3,441.71,2025-05-21
76090,MAGGI COCONUT MILK POWDER 1KG,3,4538.68,2025-05-21
76091,JOHNSONS BABY POWDER 200G,3,1811.03,2025-05-21
76092,RICH LIFE SET KIRI DAIRY DESSERT 450G,1,301.68,2025-05-21
76093,HEINZ TOMATO KETCHUP 300G,2,1394.48,2025-05-21
76094,MD MANGO JAM 500G,3,1967.9,2025-05-21
76095,FLORA TOILET PAPER ROLL 2PLY,1,100.69,2025-05-21
76096,CINNAMON STICKS 50G,4,1607.46,2025-05-21
76097,AQUAFINA BOTTLED WATER 5L,2,507.01,2025-05-21
76098,BAYGON MOSQUITO COILS 10S,1,150.32,2025-05-21
76099,VEG CABBAGE 1KG,1,178.63,2025-05-21
76100,LAKMO EGG PACK L 10,1,540.69,2025-05-21
76101,ANCHOR BUTTER 227G,4,4845.72,2025-05-21
76102,VEG CARROT 1KG,2,629.08,2025-05-21
76103,FRT BANANA (AMBUL) 1KG,1,246.57,2025-05-21
76104,VEG BITTER GOURD 1KG,2,443.21,2025-05-21
76105,WHITE SUGAR 1KG,3,1035.29,2025-05-21
76106,NIPPON TUNA IN OIL 185G,3,1946.77,2025-05-21
76107,VEG SWEET POTATO 1KG,2,501.2,2025-05-21
76108,MEADOWLEA FAT SPREAD 500G,2,2205.96,2025-05-21
76109,WHITE SUGAR 1KG,3,1052.71,2025-05-21
76110,VEG CAPSICUM 1KG,2,998.37,2025-05-21
76111,icecream,1,738.24,2025-05-21
76112,VEG BIG ONIONS 1KG,2,701.87,2025-05-21
76113,WHITE SUGAR 1KG,3,1035.68,2025-05-21
76114,DETTOL ANTISEPTIC LIQUID 500ML,2,1583.01,2025-05-21
76115,VEG LEEKS 1KG,3,849.14,2025-05-21
76116,JOHNSONS BABY POWDER 200G,5,3057.59,2025-05-21
76117,BROWN SUGAR 1KG,3,1323.5,2025-05-21
76118,KOTMALE CHEESE SLICES 10S,5,3775.72,2025-05-21
76119,TURMERIC POWDER 100G,1,356.87,2025-05-21
76120,CLEAR SHAMPOO 180ML,4,1996.01,2025-05-21
76121,KOTMALE CHEESE SLICES 10S,3,2277.01,2025-05-21
76122,SALT 1KG,2,196.84,2025-05-21
76123,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,4,996.63,2025-05-21
76124,COCONUT MILK POWDER 400G,2,1221.3,2025-05-21
76125,COCONUT,4,517.96,2025-05-21
76126,WHITE SUGAR 1KG,1,354.74,2025-05-21
76127,MILO POWDER 400G,1,1001.09,2025-05-21
76128,FLORA TOILET PAPER ROLL 2PLY,3,302.44,2025-05-21
76129,SIRILAK POP CORN,5,750.26,2025-05-21
76130,FT AVOCADO 1KG,3,1802.18,2025-05-21
76131,MEADOWLEA FAT SPREAD 500G,1,1087.94,2025-05-21
76132,BAKEWELL WHITE BREAD 450G,1,177.21,2025-05-21
76133,FRT BANANA (AMBUL) 1KG,2,496.19,2025-05-21
76134,FLORA TOILET PAPER ROLL 2PLY,1,99.25,2025-05-21
76135,MUNCHEE CHOCOLATE WAFERS 85G,3,300.83,2025-05-21
76136,EDINBOROUGH CORDIAL 750ML,3,1326.72,2025-05-21
76137,WHITE SUGAR 1KG,3,1051.56,2025-05-21
76138,VEG PUMPKIN 1KG,1,121.41,2025-05-21
76139,VEG BIG ONIONS 1KG,3,1069.65,2025-05-21
76140,DILMAH PREMIUM LEAF TEA 200G,4,3224.45,2025-05-21
76141,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,4,2215.88,2025-05-21
76142,VEG SWEET POTATO 1KG,2,500.37,2025-05-21
76143,PRIMA PLAIN FLOUR 1KG,1,379.59,2025-05-21
76144,KIST PEANUT BUTTER 340G,1,793.32,2025-05-21
76145,VEG SWEET POTATO 1KG,1,252.89,2025-05-21
76146,MALIBAN GOLD MARIE 200G,2,407.19,2025-05-21
76147,MUNCHEE CHOCOLATE WAFERS 85G,2,203.44,2025-05-21
76148,VEG CUCUMBER 1KG,1,150.81,2025-05-21
76149,LAKMEE SOY CUTTLEFISH 60G,3,539.3,2025-05-21
76150,COCONUT MILK POWDER 400G,3,1787.46,2025-05-21
76151,BAKEWELL WHITE BREAD 450G,4,730.93,2025-05-21
76152,LIFEBUOY SOAP TOTAL 10 100G,5,456.93,2025-05-21
76153,VEG SWEET POTATO 1KG,2,501.6,2025-05-21
76154,CINNAMON STICKS 50G,3,1176.24,2025-05-21
76155,EDINBOROUGH CORDIAL 750ML,4,1797.23,2025-05-21
76156,CLEAR SHAMPOO 180ML,3,1505.81,2025-05-21
76157,VEG PUMPKIN 1KG,2,243.97,2025-05-21
76158,JOHNSONS BABY POWDER 200G,2,1178.38,2025-05-21
76159,TURMERIC POWDER 100G,3,1038.1,2025-05-21
76160,FRT PAPAYA 1KG,1,201.26,2025-05-21
76161,MUNCHEE CHOCOLATE MARIE 90G,4,358.06,2025-05-21
76162,FRESH WHOLE CHICKEN SL 1KG,2,2805.35,2025-05-21
76163,LAKMO EGG PACK L 10,4,2180.61,2025-05-21
76164,PAMPERS DIAPERS L 44S,4,17814.41,2025-05-21
76165,NESCAFE CLASSIC 100G JAR,3,3939.95,2025-05-21
76166,PAMPERS DIAPERS L 44S,2,9155.82,2025-05-21
76167,icecream,4,3044.56,2025-05-21
76168,KELLOGGS HEART TO HEART OATS 200G,3,1915.3,2025-05-21
76169,VEG GARLIC 1KG,3,3640.68,2025-05-21
76170,MILO POWDER 400G,2,2009.9,2025-05-21
76171,LAKMEE SOY CUTTLEFISH 60G,2,354.67,2025-05-21
76172,WHITE SUGAR 1KG,2,693.89,2025-05-21
76173,TURMERIC POWDER 100G,4,1374.17,2025-05-21
76174,SAMAPOSHA 200G,4,727.53,2025-05-21
76175,VEG LIME 1KG,3,1512.14,2025-05-21
76176,CURRY POWDER 100G,4,994.8,2025-05-21
76177,HIGHLAND SET YOGHURT 90G,3,236.75,2025-05-21
76178,SIRILAK FENUGREEK 100G,4,592.21,2025-05-21
76179,PRAN POTATO CHIPS 75G,4,720.9,2025-05-22
76180,MUNCHEE CHOCOLATE WAFERS 85G,5,492.86,2025-05-22
76181,LIFEBUOY SOAP TOTAL 10 100G,2,178.84,2025-05-22
76182,COCONUT MILK POWDER 400G,5,3046.58,2025-05-22
76183,VEG CARROT 1KG,3,953.77,2025-05-22
76184,UBC SAVOURY MURUKKU 100G,5,643.27,2025-05-22
76185,UBC SAVOURY MURUKKU 100G,1,132.38,2025-05-22
76186,FRT PAPAYA 1KG,2,398.44,2025-05-22
76187,RICH LIFE SET KIRI DAIRY DESSERT 450G,4,1202.06,2025-05-22
76188,VEG PUMPKIN 1KG,2,238.72,2025-05-22
76189,VEG GINGER 1KG,3,4493.99,2025-05-22
76190,JOHNSONS BABY POWDER 200G,5,2970.61,2025-05-22
76191,PRAN POTATO CHIPS 75G,5,895.62,2025-05-22
76192,PRAN POTATO CHIPS 75G,5,889.64,2025-05-22
76193,JOHNSONS BABY POWDER 200G,2,1189.27,2025-05-22
76194,KOTMALE CHEESE SLICES 10S,2,1479.87,2025-05-22
76195,VEG LADIES FINGERS 1KG,3,593.95,2025-05-22
76196,MAGGI COCONUT MILK POWDER 1KG,1,1480.15,2025-05-22
76197,KEELLS CHICKEN SAUSAGES 500G,5,4754.35,2025-05-22
76198,BAYGON MOSQUITO COILS 10S,3,455.82,2025-05-22
76199,SIRILAK ROASTED PEANUTS 75G,2,196.65,2025-05-22
76200,VEG CARROT 1KG,2,645.03,2025-05-22
76201,NEWS PAPER ARUNA,1,69.97,2025-05-22
76202,ANCHOR BUTTER 227G,4,4767.93,2025-05-22
76203,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,4,2191.89,2025-05-22
76204,CHICKPEAS 1KG,3,1781.23,2025-05-22
76205,KOTMALE CHEESE SLICES 10S,4,3043.29,2025-05-22
76206,KIST PEANUT BUTTER 340G,4,3240.54,2025-05-22
76207,FRT PINEAPPLE,2,814.94,2025-05-22
76208,MEADOWLEA FAT SPREAD 500G,4,4475.73,2025-05-22
76209,FRESH MILK 1L,1,392.2,2025-05-22
76210,VEG POTATOES 1KG,3,1124.14,2025-05-22
76211,ANCHOR BUTTER 227G,5,6088.52,2025-05-22
76212,VEG PUMPKIN 1KG,1,118.18,2025-05-22
76213,LION SODA 1L,1,151.99,2025-05-22
76214,MALIBAN GOLD MARIE 200G,1,198.23,2025-05-22
76215,VEG CAPSICUM 1KG,1,501.61,2025-05-22
76216,BAKEWELL WHITE BREAD 450G,3,543.2,2025-05-22
76217,EDINBOROUGH CORDIAL 750ML,4,1820.56,2025-05-22
76218,VEG LADIES FINGERS 1KG,2,393.51,2025-05-22
76219,MUNCHEE CHOCOLATE MARIE 90G,2,176.82,2025-05-22
76220,DILMAH PREMIUM LEAF TEA 200G,2,1630.23,2025-05-22
76221,SALT 1KG,3,298.47,2025-05-22
76222,HARISCHANDRA COFFEE 200G,5,4547.88,2025-05-22
76223,VEG CABBAGE 1KG,1,183.04,2025-05-22
76224,RIN DETERGENT POWDER 1KG,3,1437.39,2025-05-22
76225,GILLETTE RAZOR,3,746.89,2025-05-22
76226,VEG CABBAGE 1KG,2,356.81,2025-05-22
76227,KITHUL TREACLE BOTTLE 750ML,4,3634.26,2025-05-22
76228,KIST PEANUT BUTTER 340G,2,1595.72,2025-05-22
76229,FT AVOCADO 1KG,1,607.42,2025-05-22
76230,PRAN POTATO CHIPS 75G,4,719.53,2025-05-22
76231,VEG RED ONIONS 1KG,3,1145.27,2025-05-22
76232,NEWS PAPER ARUNA,3,208.57,2025-05-22
76233,TURMERIC POWDER 100G,5,1715.34,2025-05-22
76234,FRT BANANA (AMBUL) 1KG,3,742.25,2025-05-22
76235,VEG RED ONIONS 1KG,2,755.94,2025-05-22
76236,VEG GREEN BEANS 1KG,1,294.15,2025-05-22
76237,MUNCHEE CHOCOLATE WAFERS 85G,3,298.12,2025-05-22
76238,COCONUT MILK POWDER 400G,4,2431.9,2025-05-22
76239,SIRILAK FENUGREEK 100G,3,454.98,2025-05-22
76240,ENERGIZER BATTERY AA 2S,5,1505.84,2025-05-22
76241,VEG ASH PLANTAINS 1KG,1,150.9,2025-05-22
76242,VEG BIG ONIONS 1KG,2,703.19,2025-05-22
76243,KIST PEANUT BUTTER 340G,2,1613.55,2025-05-22
76244,VEG BITTER GOURD 1KG,3,661.06,2025-05-22
76245,ANCHOR BUTTER 227G,4,4796.67,2025-05-22
76246,VEG GREEN BEANS 1KG,2,596.16,2025-05-22
76247,VEG GREEN BEANS 1KG,2,610.6,2025-05-22
76248,VEG CUCUMBER 1KG,1,148.64,2025-05-22
76249,ROYAL CASHEW NUTS 100G,4,3234.98,2025-05-22
76250,HEINZ TOMATO KETCHUP 300G,2,1427.01,2025-05-22
76251,icecream,2,1473.72,2025-05-22
76252,KIST PEANUT BUTTER 340G,5,3977.42,2025-05-22
76253,FT AVOCADO 1KG,2,1195.48,2025-05-22
76254,LAKMO EGG PACK L 10,5,2714.37,2025-05-22
76255,BAYGON MOSQUITO COILS 10S,2,298.4,2025-05-22
76256,CURRY POWDER 100G,3,738.03,2025-05-22
76257,HEINZ TOMATO KETCHUP 300G,3,2133.15,2025-05-22
76258,PRIMA INSTANT NOODLES CHICKEN,3,365.26,2025-05-22
76259,VEG GINGER 1KG,1,1496.71,2025-05-22
76260,MALIBAN GOLD MARIE 200G,3,594.21,2025-05-22
76261,KITHUL TREACLE BOTTLE 750ML,3,2705.96,2025-05-22
76262,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,3,1659.83,2025-05-22
76263,LAKMO EGG PACK L 10,3,1663.15,2025-05-22
76264,CLEAR SHAMPOO 180ML,2,995.84,2025-05-22
76265,HEINZ TOMATO KETCHUP 300G,5,3464.28,2025-05-22
76266,SUNQUICK FRUIT JUICE 840ML,2,1502.19,2025-05-22
76267,VEG PUMPKIN 1KG,2,235.87,2025-05-22
76268,PRIMA PLAIN FLOUR 1KG,1,382.01,2025-05-22
76269,UBC SAVOURY MURUKKU 100G,1,128.16,2025-05-22
76270,ROZA PASTA SPAGHETTI 500G,1,544.87,2025-05-22
76271,COCONUT MILK POWDER 400G,3,1808.12,2025-05-22
76272,MALIBAN GOLD MARIE 200G,3,604.89,2025-05-22
76273,AIRWICK AIR FRESHENER 250ML,2,1180.3,2025-05-22
76274,VIM DISHWASH LIQUID 500ML,1,279.77,2025-05-22
76275,FRT PINEAPPLE,5,1975.62,2025-05-22
76276,BROWN SUGAR 1KG,2,889.83,2025-05-22
76277,VEG SWEET POTATO 1KG,1,249.08,2025-05-22
76278,CHICKPEAS 1KG,2,1184.53,2025-05-22
76279,SALT 1KG,3,297.95,2025-05-22
76280,VEG CAPSICUM 1KG,2,993.2,2025-05-22
76281,ENERGIZER BATTERY AA 2S,1,301.76,2025-05-22
