ds,product,units,amount
2024-11-10,Fresh Milk 1L,81,32007.33
2024-11-10,Ice Cream 1L,76,57255.45
2024-11-10,Mango Jam 500G,83,53184.8
2024-11-10,Milo Powder 400G,50,49360.03
2024-11-10,Pineapple Whole,81,32113.2
2024-11-10,Plain Bread 450G,46,8291.14
2024-11-10,Plain Flour 1KG,87,33676.31
2024-11-10,Salt 1KG,63,6276.97
2024-11-10,Toilet Paper 2PLY,82,8073.13
2024-11-10,Tomatoes 1KG,83,32643.13
2024-11-10,White Rice 1KG,72,16133.56
2024-11-10,White Sugar 1KG,75,26103.49
2024-11-11,Bottled Water 5L,54,13724.72
2024-11-11,Butter 227G,41,49069.71
2024-11-11,Chocolate Wafers 85G,42,4170.0
2024-11-11,Coca-Cola 1.5L,39,11702.69
2024-11-11,Coconut,46,5921.57
2024-11-11,Coconut Oil 750ML,52,44928.36
2024-11-11,Coconut Sweets,56,11059.13
2024-11-11,Fresh Chicken 1KG,47,65479.23
2024-11-11,Fresh Milk 1L,59,23428.06
2024-11-11,Ice Cream 1L,53,39904.12
2024-11-11,Mango Jam 500G,58,37738.62
2024-11-11,Milo Powder 400G,47,47920.11
2024-11-11,Pineapple Whole,63,25336.02
2024-11-11,Plain Bread 450G,42,7574.54
2024-11-11,Plain Flour 1KG,59,22422.02
2024-11-11,Salt 1KG,49,4956.13
2024-11-11,Toilet Paper 2PLY,53,5398.4
2024-11-11,Tomatoes 1KG,57,23142.97
2024-11-11,White Rice 1KG,45,10073.19
2024-11-11,White Sugar 1KG,48,16955.14
2024-11-12,Bottled Water 5L,61,15011.74
2024-11-12,Butter 227G,41,48239.0
2024-11-12,Chocolate Wafers 85G,49,4986.28
2024-11-12,Coca-Cola 1.5L,45,13484.85
2024-11-12,Coconut,66,8468.21
2024-11-12,Coconut Oil 750ML,53,45163.38
2024-11-12,Coconut Sweets,66,13055.38
2024-11-12,Fresh Chicken 1KG,46,64323.6
2024-11-12,Fresh Milk 1L,65,25787.72
2024-11-12,Ice Cream 1L,53,39030.73
2024-11-12,Mango Jam 500G,47,30929.21
2024-11-12,Milo Powder 400G,46,45101.36
2024-11-12,Pineapple Whole,48,19482.1
2024-11-12,Plain Bread 450G,51,9285.09
2024-11-12,Plain Flour 1KG,49,18584.29
2024-11-12,Salt 1KG,63,6389.28
2024-11-12,Toilet Paper 2PLY,50,4965.41
2024-11-12,Tomatoes 1KG,53,21530.77
2024-11-12,White Rice 1KG,46,10290.37
2024-11-12,White Sugar 1KG,61,21704.67
2024-11-13,Bottled Water 5L,59,14641.38
2024-11-13,Butter 227G,44,53162.56
2024-11-13,Chocolate Wafers 85G,50,5026.81
2024-11-13,Coca-Cola 1.5L,41,12526.6
2024-11-13,Coconut,51,6617.53
2024-11-13,Coconut Oil 750ML,48,40704.69
2024-11-13,Coconut Sweets,50,10149.42
2024-11-13,Fresh Chicken 1KG,45,62696.25
2024-11-13,Fresh Milk 1L,67,27108.9
2024-11-13,Ice Cream 1L,56,41527.38
2024-11-13,Mango Jam 500G,62,39809.41
2024-11-13,Milo Powder 400G,46,45353.57
2024-11-13,Pineapple Whole,47,18868.95
2024-11-13,Plain Bread 450G,41,7349.59
2024-11-13,Plain Flour 1KG,60,22399.33
2024-11-13,Salt 1KG,58,5831.27
2024-11-13,Toilet Paper 2PLY,63,6271.44
2024-11-13,Tomatoes 1KG,67,26490.0
2024-11-13,White Rice 1KG,59,12989.57
2024-11-13,White Sugar 1KG,47,16764.75
2024-11-14,Bottled Water 5L,64,16196.16
2024-11-14,Butter 227G,37,43788.76
2024-11-14,Chocolate Wafers 85G,41,4023.37
2024-11-14,Coca-Cola 1.5L,48,14133.67
2024-11-14,Coconut,66,8453.86
2024-11-14,Coconut Oil 750ML,48,41037.75
2024-11-14,Coconut Sweets,62,12302.76
2024-11-14,Fresh Chicken 1KG,46,63945.83
2024-11-14,Fresh Milk 1L,65,25570.3
2024-11-14,Ice Cream 1L,56,41280.98
2024-11-14,Mango Jam 500G,59,37816.15
2024-11-14,Milo Powder 400G,35,34599.62
2024-11-14,Pineapple Whole,63,25505.66
2024-11-14,Plain Bread 450G,38,6847.83
2024-11-14,Plain Flour 1KG,45,17016.27
2024-11-14,Salt 1KG,60,6032.52
2024-11-14,Toilet Paper 2PLY,63,6385.22
2024-11-14,Tomatoes 1KG,47,19053.36
2024-11-14,White Rice 1KG,65,14380.23
2024-11-14,White Sugar 1KG,52,17909.66
2024-11-15,Bottled Water 5L,63,15673.63
2024-11-15,Butter 227G,42,50218.23
2024-11-15,Chocolate Wafers 85G,45,4456.13
2024-11-15,Coca-Cola 1.5L,53,16081.39
2024-11-15,Coconut,50,6560.95
2024-11-15,Coconut Oil 750ML,64,55407.02
2024-11-15,Coconut Sweets,93,18659.15
2024-11-15,Fresh Milk 1L,53,21480.79
2024-11-15,Ice Cream 1L,91,67972.66
2024-11-15,Mango Jam 500G,46,29637.99
2024-11-15,Milo Powder 400G,42,41928.78
2024-11-15,Pineapple Whole,100,40688.06
2024-11-15,Plain Bread 450G,42,7623.28
2024-11-15,Plain Flour 1KG,61,22832.25
2024-11-15,Salt 1KG,58,5909.26
2024-11-15,Toilet Paper 2PLY,48,4881.38
2024-11-15,Tomatoes 1KG,65,25714.67
2024-11-15,White Rice 1KG,65,14367.1
2024-11-15,White Sugar 1KG,64,22142.64
2024-11-16,Bottled Water 5L,70,17547.9
2024-11-16,Butter 227G,60,72370.8
2024-11-16,Chocolate Wafers 85G,56,5644.11
2024-11-16,Coca-Cola 1.5L,61,18432.4
2024-11-16,Coconut,73,9458.21
2024-11-16,Coconut Oil 750ML,69,58218.78
2024-11-16,Coconut Sweets,63,12599.28
2024-11-16,Fresh Chicken 1KG,62,87822.65
2024-11-16,Fresh Milk 1L,80,32606.51
2024-11-16,Ice Cream 1L,86,64436.88
2024-11-16,Mango Jam 500G,83,53697.43
2024-11-16,Milo Powder 400G,52,51235.38
2024-11-16,Pineapple Whole,71,28027.43
2024-11-16,Plain Bread 450G,67,11878.59
2024-11-16,Plain Flour 1KG,81,31101.75
2024-11-16,Salt 1KG,84,8295.01
2024-11-16,Toilet Paper 2PLY,85,8434.83
2024-11-16,Tomatoes 1KG,85,34592.78
2024-11-16,White Rice 1KG,63,13644.9
2024-11-16,White Sugar 1KG,62,21849.75
2024-11-17,Bottled Water 5L,86,21178.32
2024-11-17,Butter 227G,47,55925.55
2024-11-17,Chocolate Wafers 85G,54,5400.42
2024-11-17,Coca-Cola 1.5L,65,19572.49
2024-11-17,Coconut,59,7554.96
2024-11-17,Coconut Oil 750ML,63,53700.06
2024-11-17,Coconut Sweets,86,17517.64
2024-11-17,Fresh Chicken 1KG,87,124018.99
2024-11-17,Fresh Milk 1L,60,24331.2
2024-11-17,Ice Cream 1L,86,65728.5
2024-11-17,Mango Jam 500G,64,41690.42
2024-11-17,Milo Powder 400G,65,64718.08
2024-11-17,Pineapple Whole,60,23799.87
2024-11-17,Plain Bread 450G,53,9473.17
2024-11-17,Plain Flour 1KG,63,23801.21
2024-11-17,Salt 1KG,73,7377.57
2024-11-17,Toilet Paper 2PLY,68,6906.84
2024-11-17,Tomatoes 1KG,78,30802.99
2024-11-17,White Rice 1KG,70,15604.27
2024-11-17,White Sugar 1KG,72,25652.12
2024-11-18,Bottled Water 5L,61,15410.65
2024-11-18,Butter 227G,38,45713.37
2024-11-18,Chocolate Wafers 85G,41,4056.22
2024-11-18,Coca-Cola 1.5L,35,10409.38
2024-11-18,Coconut,57,7317.5
2024-11-18,Coconut Oil 750ML,52,43856.11
2024-11-18,Coconut Sweets,57,11452.68
2024-11-18,Fresh Chicken 1KG,56,79276.24
2024-11-18,Fresh Milk 1L,60,23613.87
2024-11-18,Ice Cream 1L,47,35805.52
2024-11-18,Mango Jam 500G,58,38374.62
2024-11-18,Milo Powder 400G,41,40459.11
2024-11-18,Pineapple Whole,54,21286.1
2024-11-18,Plain Bread 450G,50,8844.59
2024-11-18,Plain Flour 1KG,64,24147.09
2024-11-18,Salt 1KG,54,5420.44
2024-11-18,Toilet Paper 2PLY,64,6470.18
2024-11-18,Tomatoes 1KG,62,24380.02
2024-11-18,White Rice 1KG,59,12923.17
2024-11-18,White Sugar 1KG,49,16977.78
2024-11-19,Bottled Water 5L,67,17046.68
2024-11-19,Butter 227G,45,54976.69
2024-11-19,Chocolate Wafers 85G,48,4859.51
2024-11-19,Coca-Cola 1.5L,48,14198.52
2024-11-19,Coconut,65,8355.01
2024-11-19,Coconut Oil 750ML,56,48215.61
2024-11-19,Coconut Sweets,62,12489.71
2024-11-19,Fresh Chicken 1KG,66,93857.81
2024-11-19,Fresh Milk 1L,53,20998.01
2024-11-19,Ice Cream 1L,63,47380.8
2024-11-19,Mango Jam 500G,45,29559.3
2024-11-19,Milo Powder 400G,43,42456.03
2024-11-19,Pineapple Whole,63,25130.13
2024-11-19,Plain Bread 450G,45,8238.76
2024-11-19,Plain Flour 1KG,58,22057.69
2024-11-19,Salt 1KG,63,6195.03
2024-11-19,Toilet Paper 2PLY,60,6118.09
2024-11-19,Tomatoes 1KG,56,22109.47
2024-11-19,White Rice 1KG,61,13196.37
2024-11-19,White Sugar 1KG,67,23414.15
2024-11-20,Bottled Water 5L,57,14451.1
2024-11-20,Butter 227G,40,48356.91
2024-11-20,Chocolate Wafers 85G,45,4442.3
2024-11-20,Coca-Cola 1.5L,48,14176.25
2024-11-20,Coconut,45,5944.6
2024-11-20,Coconut Oil 750ML,59,49311.71
2024-11-20,Coconut Sweets,59,11573.31
2024-11-20,Fresh Chicken 1KG,67,95222.87
2024-11-20,Fresh Milk 1L,67,26736.92
2024-11-20,Ice Cream 1L,63,47337.77
2024-11-20,Mango Jam 500G,55,36117.1
2024-11-20,Milo Powder 400G,52,51943.55
2024-11-20,Pineapple Whole,64,26042.24
2024-11-20,Plain Bread 450G,43,7736.47
2024-11-20,Plain Flour 1KG,56,20911.12
2024-11-20,Salt 1KG,65,6565.55
2024-11-20,Toilet Paper 2PLY,52,5103.41
2024-11-20,Tomatoes 1KG,51,20597.74
2024-11-20,White Rice 1KG,55,11945.07
2024-11-20,White Sugar 1KG,64,22673.24
2024-11-21,Bottled Water 5L,63,16042.77
2024-11-21,Butter 227G,50,60004.4
2024-11-21,Chocolate Wafers 85G,47,4777.0
2024-11-21,Coca-Cola 1.5L,45,13371.15
2024-11-21,Coconut,58,7507.02
2024-11-21,Coconut Oil 750ML,50,42724.61
2024-11-21,Coconut Sweets,64,12781.0
2024-11-21,Fresh Chicken 1KG,66,91855.19
2024-11-21,Fresh Milk 1L,56,22649.05
2024-11-21,Ice Cream 1L,57,41898.71
2024-11-21,Mango Jam 500G,51,33808.84
2024-11-21,Milo Powder 400G,52,52284.5
2024-11-21,Pineapple Whole,67,26343.95
2024-11-21,Plain Bread 450G,40,7080.22
2024-11-21,Plain Flour 1KG,50,19301.3
2024-11-21,Salt 1KG,63,6246.87
2024-11-21,Toilet Paper 2PLY,60,5896.52
2024-11-21,Tomatoes 1KG,49,19979.09
2024-11-21,White Rice 1KG,58,12775.51
2024-11-21,White Sugar 1KG,66,23254.65
2024-11-22,Bottled Water 5L,46,11506.65
2024-11-22,Butter 227G,49,57963.99
2024-11-22,Chocolate Wafers 85G,36,3561.41
2024-11-22,Coca-Cola 1.5L,41,12467.89
2024-11-22,Coconut,56,7384.92
2024-11-22,Coconut Oil 750ML,50,42593.36
2024-11-22,Coconut Sweets,47,9461.57
2024-11-22,Fresh Chicken 1KG,67,93847.1
2024-11-22,Fresh Milk 1L,59,23810.99
2024-11-22,Ice Cream 1L,47,35426.85
2024-11-22,Mango Jam 500G,67,43352.31
2024-11-22,Milo Powder 400G,36,36072.26
2024-11-22,Pineapple Whole,52,20815.82
2024-11-22,Plain Bread 450G,38,6741.95
2024-11-22,Plain Flour 1KG,57,21297.16
2024-11-22,Salt 1KG,59,5806.3
2024-11-22,Toilet Paper 2PLY,55,5437.07
2024-11-22,Tomatoes 1KG,57,22568.06
2024-11-22,White Rice 1KG,49,10890.75
2024-11-22,White Sugar 1KG,61,21214.7
2024-11-23,Bottled Water 5L,79,19806.75
2024-11-23,Butter 227G,49,59060.57
2024-11-23,Chocolate Wafers 85G,50,5040.41
2024-11-23,Coca-Cola 1.5L,57,17136.23
2024-11-23,Coconut,66,8557.74
2024-11-23,Coconut Oil 750ML,61,51687.98
2024-11-23,Coconut Sweets,76,15188.48
2024-11-23,Fresh Chicken 1KG,60,84367.67
2024-11-23,Fresh Milk 1L,73,29252.57
2024-11-23,Ice Cream 1L,83,61925.69
2024-11-23,Mango Jam 500G,62,40947.28
2024-11-23,Milo Powder 400G,56,55710.8
2024-11-23,Pineapple Whole,66,26387.28
2024-11-23,Plain Bread 450G,48,8567.32
2024-11-23,Plain Flour 1KG,74,28296.03
2024-11-23,Salt 1KG,87,8635.99
2024-11-23,Toilet Paper 2PLY,88,8871.98
2024-11-23,Tomatoes 1KG,73,29490.68
2024-11-23,White Rice 1KG,61,13166.31
2024-11-23,White Sugar 1KG,79,27392.17
2024-11-24,Bottled Water 5L,69,17124.72
2024-11-24,Butter 227G,61,71777.48
2024-11-24,Chocolate Wafers 85G,50,4930.18
2024-11-24,Coca-Cola 1.5L,59,17817.3
2024-11-24,Coconut,85,11147.07
2024-11-24,Coconut Oil 750ML,74,61723.83
2024-11-24,Coconut Sweets,76,15348.09
2024-11-24,Fresh Chicken 1KG,61,86918.85
2024-11-24,Fresh Milk 1L,77,30717.67
2024-11-24,Ice Cream 1L,63,47372.8
2024-11-24,Mango Jam 500G,67,43360.59
2024-11-24,Milo Powder 400G,54,54290.37
2024-11-24,Pineapple Whole,85,33749.29
2024-11-24,Plain Bread 450G,65,11819.93
2024-11-24,Plain Flour 1KG,86,32718.36
2024-11-24,Salt 1KG,87,8762.01
2024-11-24,Toilet Paper 2PLY,87,8715.11
2024-11-24,Tomatoes 1KG,72,28599.61
2024-11-24,White Rice 1KG,79,17085.37
2024-11-24,White Sugar 1KG,73,25594.18
2024-11-25,Bottled Water 5L,56,14141.51
2024-11-25,Butter 227G,38,44932.83
2024-11-25,Chocolate Wafers 85G,37,3666.78
2024-11-25,Coca-Cola 1.5L,36,10706.69
2024-11-25,Coconut,57,7497.9
2024-11-25,Coconut Oil 750ML,58,49380.97
2024-11-25,Coconut Sweets,59,11950.34
2024-11-25,Fresh Chicken 1KG,62,88349.62
2024-11-25,Fresh Milk 1L,53,21304.87
2024-11-25,Ice Cream 1L,49,36981.32
2024-11-25,Mango Jam 500G,57,37473.75
2024-11-25,Milo Powder 400G,41,41306.11
2024-11-25,Pineapple Whole,45,18333.75
2024-11-25,Plain Bread 450G,52,9381.88
2024-11-25,Plain Flour 1KG,59,22339.64
2024-11-25,Salt 1KG,64,6500.96
2024-11-25,Toilet Paper 2PLY,46,4677.54
2024-11-25,Tomatoes 1KG,57,22728.13
2024-11-25,White Rice 1KG,53,11715.11
2024-11-25,White Sugar 1KG,51,18191.46
2024-11-26,Bottled Water 5L,48,12157.09
2024-11-26,Butter 227G,39,46960.43
2024-11-26,Chocolate Wafers 85G,44,4458.0
2024-11-26,Coca-Cola 1.5L,38,11324.14
2024-11-26,Coconut,65,8356.45
2024-11-26,Coconut Oil 750ML,67,58004.3
2024-11-26,Coconut Sweets,47,9517.72
2024-11-26,Fresh Chicken 1KG,67,94985.05
2024-11-26,Fresh Milk 1L,54,21989.95
2024-11-26,Ice Cream 1L,47,35880.84
2024-11-26,Mango Jam 500G,54,34490.87
2024-11-26,Milo Powder 400G,39,39414.58
2024-11-26,Pineapple Whole,54,21600.76
2024-11-26,Plain Bread 450G,50,8878.16
2024-11-26,Plain Flour 1KG,67,25724.44
2024-11-26,Salt 1KG,67,6606.25
2024-11-26,Toilet Paper 2PLY,53,5274.76
2024-11-26,Tomatoes 1KG,65,26256.61
2024-11-26,White Rice 1KG,65,14431.98
2024-11-26,White Sugar 1KG,46,16064.8
2024-11-27,Bottled Water 5L,65,16321.73
2024-11-27,Butter 227G,40,47528.98
2024-11-27,Chocolate Wafers 85G,43,4327.21
2024-11-27,Coca-Cola 1.5L,36,10739.7
2024-11-27,Coconut,67,8816.82
2024-11-27,Coconut Oil 750ML,49,41606.13
2024-11-27,Coconut Sweets,50,9902.44
2024-11-27,Fresh Chicken 1KG,55,77941.2
2024-11-27,Fresh Milk 1L,54,21760.15
2024-11-27,Ice Cream 1L,48,36171.35
2024-11-27,Mango Jam 500G,57,36510.3
2024-11-27,Milo Powder 400G,35,35462.54
2024-11-27,Pineapple Whole,61,24720.75
2024-11-27,Plain Bread 450G,47,8392.51
2024-11-27,Plain Flour 1KG,57,21584.69
2024-11-27,Salt 1KG,45,4481.18
2024-11-27,Toilet Paper 2PLY,57,5737.89
2024-11-27,Tomatoes 1KG,60,23863.19
2024-11-27,White Rice 1KG,47,10214.62
2024-11-27,White Sugar 1KG,53,18638.57
2024-11-28,Bottled Water 5L,46,11556.57
2024-11-28,Butter 227G,36,42631.78
2024-11-28,Chocolate Wafers 85G,40,3949.23
2024-11-28,Coca-Cola 1.5L,38,11184.92
2024-11-28,Coconut,56,7233.55
2024-11-28,Coconut Oil 750ML,58,49972.18
2024-11-28,Coconut Sweets,63,12851.47
2024-11-28,Fresh Chicken 1KG,50,69540.58
2024-11-28,Fresh Milk 1L,56,22805.75
2024-11-28,Ice Cream 1L,59,44761.5
2024-11-28,Mango Jam 500G,49,32366.41
2024-11-28,Milo Powder 400G,40,40370.48
2024-11-28,Pineapple Whole,58,23120.22
2024-11-28,Plain Bread 450G,41,7234.28
2024-11-28,Plain Flour 1KG,58,22290.2
2024-11-28,Salt 1KG,67,6621.59
2024-11-28,Toilet Paper 2PLY,56,5636.17
2024-11-28,Tomatoes 1KG,67,27285.74
2024-11-28,White Rice 1KG,68,14727.72
2024-11-28,White Sugar 1KG,51,17967.39
2024-11-29,Bottled Water 5L,60,14990.8
2024-11-29,Butter 227G,49,59842.95
2024-11-29,Chocolate Wafers 85G,42,4193.69
2024-11-29,Coca-Cola 1.5L,41,12159.59
2024-11-29,Coconut,47,6014.95
2024-11-29,Coconut Oil 750ML,63,52552.65
2024-11-29,Coconut Sweets,61,12165.2
2024-11-29,Fresh Chicken 1KG,53,73919.86
2024-11-29,Fresh Milk 1L,68,27457.22
2024-11-29,Ice Cream 1L,51,37727.4
2024-11-29,Mango Jam 500G,63,40344.4
2024-11-29,Milo Powder 400G,51,51700.93
2024-11-29,Pineapple Whole,54,21591.43
2024-11-29,Plain Bread 450G,51,9356.71
2024-11-29,Plain Flour 1KG,55,20861.43
2024-11-29,Salt 1KG,58,5719.02
2024-11-29,Toilet Paper 2PLY,59,5889.69
2024-11-29,Tomatoes 1KG,47,18832.19
2024-11-29,White Rice 1KG,67,14916.48
2024-11-29,White Sugar 1KG,63,22119.59
2024-11-30,Bottled Water 5L,78,19860.53
2024-11-30,Butter 227G,47,57515.51
2024-11-30,Chocolate Wafers 85G,64,6327.3
2024-11-30,Coca-Cola 1.5L,47,14249.22
2024-11-30,Coconut,76,9819.48
2024-11-30,Coconut Oil 750ML,61,52295.19
2024-11-30,Coconut Sweets,76,15007.77
2024-11-30,Fresh Chicken 1KG,88,122366.69
2024-11-30,Fresh Milk 1L,64,26101.66
2024-11-30,Ice Cream 1L,70,51821.84
2024-11-30,Mango Jam 500G,64,41254.93
2024-11-30,Milo Powder 400G,64,65109.73
2024-11-30,Pineapple Whole,63,25649.91
2024-11-30,Plain Bread 450G,58,10401.41
2024-11-30,Plain Flour 1KG,65,24431.93
2024-11-30,Salt 1KG,72,7324.95
2024-11-30,Toilet Paper 2PLY,83,8359.21
2024-11-30,Tomatoes 1KG,76,30394.52
2024-11-30,White Rice 1KG,73,15909.81
2024-11-30,White Sugar 1KG,85,29225.36
2024-12-01,Bottled Water 5L,83,21053.67
2024-12-01,Butter 227G,58,70310.76
2024-12-01,Chocolate Wafers 85G,51,5020.89
2024-12-01,Coca-Cola 1.5L,62,18352.88
2024-12-01,Coconut,60,7691.75
2024-12-01,Coconut Oil 750ML,78,65743.43
2024-12-01,Coconut Sweets,65,12937.46
2024-12-01,Fresh Chicken 1KG,60,83439.11
2024-12-01,Fresh Milk 1L,69,28096.2
2024-12-01,Ice Cream 1L,80,60186.46
2024-12-01,Mango Jam 500G,65,42328.26
2024-12-01,Milo Powder 400G,64,64574.52
2024-12-01,Pineapple Whole,76,30138.14
2024-12-01,Plain Bread 450G,68,12008.4
2024-12-01,Plain Flour 1KG,85,32078.31
2024-12-01,Salt 1KG,60,6025.65
2024-12-01,Toilet Paper 2PLY,66,6699.91
2024-12-01,Tomatoes 1KG,63,25030.14
2024-12-01,White Rice 1KG,61,13517.63
2024-12-01,White Sugar 1KG,86,30482.66
2024-12-02,Bottled Water 5L,56,13830.91
2024-12-02,Butter 227G,52,61667.76
2024-12-02,Chocolate Wafers 85G,46,4687.62
2024-12-02,Coca-Cola 1.5L,43,12710.65
2024-12-02,Coconut,57,7417.22
2024-12-02,Coconut Oil 750ML,64,53443.93
2024-12-02,Coconut Sweets,49,9662.27
2024-12-02,Fresh Chicken 1KG,61,86039.12
2024-12-02,Fresh Milk 1L,46,18104.3
2024-12-02,Ice Cream 1L,55,42023.76
2024-12-02,Mango Jam 500G,63,40416.05
2024-12-02,Milo Powder 400G,36,35986.5
2024-12-02,Pineapple Whole,63,25670.04
2024-12-02,Plain Bread 450G,46,8122.34
2024-12-02,Plain Flour 1KG,63,23856.92
2024-12-02,Salt 1KG,64,6469.95
2024-12-02,Toilet Paper 2PLY,54,5488.93
2024-12-02,Tomatoes 1KG,67,27147.19
2024-12-02,White Rice 1KG,55,11960.52
2024-12-02,White Sugar 1KG,62,21673.04
2024-12-03,Bottled Water 5L,67,16431.06
2024-12-03,Butter 227G,41,49882.29
2024-12-03,Chocolate Wafers 85G,43,4305.89
2024-12-03,Coca-Cola 1.5L,43,12915.37
2024-12-03,Coconut,54,6911.39
2024-12-03,Coconut Oil 750ML,57,49175.07
2024-12-03,Coconut Sweets,46,9320.21
2024-12-03,Fresh Chicken 1KG,59,81985.82
2024-12-03,Fresh Milk 1L,47,18783.95
2024-12-03,Ice Cream 1L,55,41661.12
2024-12-03,Mango Jam 500G,59,37987.88
2024-12-03,Milo Powder 400G,38,37502.89
2024-12-03,Pineapple Whole,57,22488.86
2024-12-03,Plain Bread 450G,52,9360.2
2024-12-03,Plain Flour 1KG,56,20899.27
2024-12-03,Salt 1KG,64,6335.04
2024-12-03,Toilet Paper 2PLY,62,6221.23
2024-12-03,Tomatoes 1KG,55,21955.89
2024-12-03,White Rice 1KG,51,11021.93
2024-12-03,White Sugar 1KG,65,22901.59
2024-12-04,Bottled Water 5L,55,13774.15
2024-12-04,Butter 227G,38,45891.7
2024-12-04,Chocolate Wafers 85G,52,5166.46
2024-12-04,Coca-Cola 1.5L,46,13894.97
2024-12-04,Coconut,64,8460.81
2024-12-04,Coconut Oil 750ML,49,42201.94
2024-12-04,Coconut Sweets,66,13237.99
2024-12-04,Fresh Chicken 1KG,58,81497.4
2024-12-04,Fresh Milk 1L,47,18537.36
2024-12-04,Ice Cream 1L,64,48433.52
2024-12-04,Mango Jam 500G,54,35289.51
2024-12-04,Milo Powder 400G,41,40875.31
2024-12-04,Pineapple Whole,56,22660.95
2024-12-04,Plain Bread 450G,50,8830.95
2024-12-04,Plain Flour 1KG,55,20492.66
2024-12-04,Salt 1KG,49,4870.68
2024-12-04,Toilet Paper 2PLY,60,5981.63
2024-12-04,Tomatoes 1KG,53,21120.12
2024-12-04,White Rice 1KG,65,14353.02
2024-12-04,White Sugar 1KG,64,22238.17
2024-12-05,Bottled Water 5L,64,15944.44
2024-12-05,Butter 227G,51,61709.76
2024-12-05,Chocolate Wafers 85G,44,4387.04
2024-12-05,Coca-Cola 1.5L,45,13348.14
2024-12-05,Coconut,50,6585.82
2024-12-05,Coconut Oil 750ML,50,41943.21
2024-12-05,Coconut Sweets,62,12277.65
2024-12-05,Fresh Chicken 1KG,54,74294.14
2024-12-05,Fresh Milk 1L,58,23355.73
2024-12-05,Ice Cream 1L,46,33901.68
2024-12-05,Mango Jam 500G,56,36206.2
2024-12-05,Milo Powder 400G,50,49788.61
2024-12-05,Pineapple Whole,46,18735.75
2024-12-05,Plain Bread 450G,41,7279.73
2024-12-05,Plain Flour 1KG,47,17715.86
2024-12-05,Salt 1KG,65,6558.28
2024-12-05,Toilet Paper 2PLY,53,5310.82
2024-12-05,Tomatoes 1KG,46,18517.37
2024-12-05,White Rice 1KG,48,10443.76
2024-12-05,White Sugar 1KG,61,21760.59
2024-12-06,Bottled Water 5L,51,12776.48
2024-12-06,Butter 227G,49,58952.23
2024-12-06,Chocolate Wafers 85G,41,4030.33
2024-12-06,Coca-Cola 1.5L,40,12021.71
2024-12-06,Coconut,59,7669.28
2024-12-06,Coconut Oil 750ML,64,54552.43
2024-12-06,Coconut Sweets,55,10921.8
2024-12-06,Fresh Chicken 1KG,64,91189.92
2024-12-06,Fresh Milk 1L,67,26544.57
2024-12-06,Ice Cream 1L,47,35091.86
2024-12-06,Mango Jam 500G,47,30997.11
2024-12-06,Milo Powder 400G,35,34877.41
2024-12-06,Pineapple Whole,50,20178.47
2024-12-06,Plain Bread 450G,36,6390.22
2024-12-06,Plain Flour 1KG,56,21027.75
2024-12-06,Salt 1KG,55,5556.91
2024-12-06,Toilet Paper 2PLY,50,5022.26
2024-12-06,Tomatoes 1KG,64,25595.91
2024-12-06,White Rice 1KG,60,13451.82
2024-12-06,White Sugar 1KG,55,19029.24
2024-12-07,Bottled Water 5L,59,14488.87
2024-12-07,Butter 227G,46,55596.93
2024-12-07,Chocolate Wafers 85G,63,6417.57
2024-12-07,Coca-Cola 1.5L,68,20401.62
2024-12-07,Coconut,64,8285.7
2024-12-07,Coconut Oil 750ML,63,52929.55
2024-12-07,Coconut Sweets,83,16719.89
2024-12-07,Fresh Chicken 1KG,84,115474.44
2024-12-07,Fresh Milk 1L,79,31256.83
2024-12-07,Ice Cream 1L,71,54224.4
2024-12-07,Mango Jam 500G,65,42527.46
2024-12-07,Milo Powder 400G,64,65183.11
2024-12-07,Pineapple Whole,63,25372.25
2024-12-07,Plain Bread 450G,57,10128.03
2024-12-07,Plain Flour 1KG,88,34064.5
2024-12-07,Salt 1KG,67,6594.5
2024-12-07,Toilet Paper 2PLY,88,8637.8
2024-12-07,Tomatoes 1KG,84,33877.33
2024-12-07,White Rice 1KG,84,18588.62
2024-12-07,White Sugar 1KG,85,29578.34
2024-12-08,Bottled Water 5L,60,15267.39
2024-12-08,Butter 227G,56,67836.9
2024-12-08,Chocolate Wafers 85G,67,6775.34
2024-12-08,Coca-Cola 1.5L,64,19461.69
2024-12-08,Coconut,70,9072.52
2024-12-08,Coconut Oil 750ML,61,51647.9
2024-12-08,Coconut Sweets,68,13585.91
2024-12-08,Fresh Chicken 1KG,83,116248.44
2024-12-08,Fresh Milk 1L,87,35088.5
2024-12-08,Ice Cream 1L,70,53511.65
2024-12-08,Mango Jam 500G,66,42272.39
2024-12-08,Milo Powder 400G,67,67325.16
2024-12-08,Pineapple Whole,62,24631.27
2024-12-08,Plain Bread 450G,47,8531.16
2024-12-08,Plain Flour 1KG,63,24000.49
2024-12-08,Salt 1KG,83,8229.16
2024-12-08,Toilet Paper 2PLY,63,6268.91
2024-12-08,Tomatoes 1KG,74,29189.98
2024-12-08,White Rice 1KG,65,14427.51
2024-12-08,White Sugar 1KG,73,25111.49
2024-12-09,Bottled Water 5L,61,15175.49
2024-12-09,Butter 227G,41,49753.54
2024-12-09,Chocolate Wafers 85G,43,4368.12
2024-12-09,Coca-Cola 1.5L,45,13559.69
2024-12-09,Coconut,47,6022.59
2024-12-09,Coconut Oil 750ML,62,51836.14
2024-12-09,Coconut Sweets,48,9689.84
